"","athlete.sex","type","average_speed","distance","total_elevation_gain","incline","score"
"6410","M","Ride",5.617,11295.3,168.5,0.0149177091356582,65130.7001
"6411","M","Ride",3.883,10589.6,104,0.0098209564100627,42159.4168
"6412","M","Run",2.766,3308.6,12.5,0.00377803300489633,9276.5876
"6413","F","Ride",5.221,20251.3,0,0,105732.0373
"6414","M","Ride",6.009,6489.5,0,0,38995.4055
"6415","F","Run",2.213,3206.9,14.9,0.00464623156319187,7245.8697
"6416","M","Ride",7.9,17885.9,95,0.00531144644664233,142248.61
"6417","F","Ride",5.597,104688,1204.2,0.0115027510316369,597980.736
"6418","M","Ride",2.315,11326.5,376.1,0.0332053149693197,29981.8475
"6419","F","Ride",6.933,50718.6,379,0.0074726037390622,355422.0538
"6420","M","Run",3.254,12689.9,0,0,41292.9346
"6421","M","Run",3.276,4385.9,57,0.0129961923436467,14938.2084
"6422","M","Ride",6.48,23192.1,204,0.00879609867153039,152324.808
"6423","M","Ride",6.407,12365.7,14.6,0.00118068528267708,79373.0399
"6424","F","Ride",7.228,57647,593,0.0102867451905563,422602.516
"6425","F","Run",2.593,9610.1,0,0,24918.9893
"6426","M","Ride",6.62,29875.3,168.1,0.00562672174003274,199455.486
"6427","M","Ride",5.289,62533.5,1490.2,0.0238304268911863,345641.6815
"6428","M","Ride",7.256,23139.2,119.3,0.00515575300788273,169091.0352
"6429","M","Ride",7.631,56540.3,664,0.0117438358126858,438099.0293
"6430","M","Ride",7.468,42529.8,54,0.00126969795296474,318152.5464
"6431","M","Run",2.759,5041,20,0.00396746677246578,14108.119
"6432","M","Ride",7.846,23514.8,117.1,0.00497984248218143,185668.1208
"6433","M","Ride",6.075,12788.9,51.8,0.00405038744536278,78210.5675
"6434","F","Ride",4.067,30378.6,195.1,0.00642228410789174,125500.7662
"6435","F","Ride",6.753,37551.8,175.8,0.0046815332420816,255345.3054
"6436","F","Run",2.445,4791.9,50.2,0.0104760116029133,12218.1955
"6437","M","Ride",8.076,34549.8,259,0.00749642544964081,281614.1848
"6438","M","Ride",3.705,32933.7,804,0.0244126836644531,130059.3585
"6439","F","Run",3.337,17460.1,0,0,58264.3537
"6440","M","Ride",6.892,16643,0,0,114703.556
"6441","M","Ride",5.615,17412.5,76.8,0.00441062455132807,98539.1875
"6442","M","Run",3.31,13920.2,624.6,0.0448700449706182,52321.862
"6443","M","Ride",4.791,4925.1,12.3,0.00249741122007675,23719.1541
"6444","F","Ride",5.085,50279.3,46.4,0.000922844987897604,256134.2405
"6445","M","Ride",8.642,99487,1228.7,0.0123503573331189,872053.654
"6446","M","Ride",4.552,24747.5,745.2,0.0301121325386403,120102.62
"6447","M","Ride",4.049,13103.4,138.2,0.010546880962193,54437.6666
"6448","M","Ride",4.182,48300.8,1026,0.0212418841923943,212253.9456
"6449","M","Run",3.684,10056.8,109.6,0.0108980987988227,38145.2512
"6450","M","Ride",6.789,27422.6,240,0.00875190536273001,188572.0314
"6451","F","Ride",4.77,61492.3,49.1,0.000798473955275701,293809.271
"6452","F","Run",2.718,5204.2,0,0,14145.0156
"6453","F","Ride",5.453,25629.3,273.7,0.010679183590656,142493.5729
"6454","M","Run",2.983,2726.3,0,0,8132.5529
"6455","M","Ride",4.417,9540.1,88.5,0.00927663232041593,43023.6217
"6456","M","Ride",4.169,246,0,0,1025.574
"6457","F","Ride",6.111,98935.1,1673,0.0169100753928586,621322.3961
"6458","M","Run",3.412,13651.4,50.9,0.00372855531300819,47087.5768
"6459","M","Ride",4.316,15981.1,487.1,0.0304797542096602,73845.4276
"6460","M","Run",2.891,6877.7,173.3,0.0251973770301118,21616.4307
"6461","M","Run",2.688,12470.7,473.9,0.0380010745186718,38260.2416
"6462","F","Run",3.565,10007,84,0.00839412411312082,36514.955
"6463","M","Ride",5.529,30702.3,476,0.0155037244766679,174513.0167
"6464","F","Ride",3.687,8848,0,0,32622.576
"6465","M","Run",3.193,6289.6,11.5,0.0018284151615365,20197.6928
"6466","M","Ride",7.953,29633.7,302.8,0.0102180962890223,238704.8161
"6467","M","Ride",5.947,8824.8,10.2,0.00115583355996736,52583.0856
"6468","F","Run",1.284,24.4,0,0,31.3296
"6469","M","Ride",5.476,9764.2,67.2,0.00688228426291965,54140.7592
"6470","F","Run",3.365,8053.6,0,0,27100.364
"6471","M","Run",3.62,13006.6,97.4,0.0074885058354989,48057.892
"6472","M","Run",2.605,14338.5,705.4,0.0491962199672211,44405.7925
"6473","F","Run",1.651,5045.4,20.1,0.00398382685218219,8530.9554
"6474","F","Ride",5.602,36488.2,31.5,0.000863292790545985,204721.8964
"6475","M","Ride",2.144,8199.4,433.6,0.0528819181891358,21915.5136
"6476","M","Ride",7.328,25083.1,107,0.00426582041294736,184878.9568
"6477","F","Ride",5.597,32902.1,206.7,0.00628227377583802,186220.0537
"6478","F","Ride",3.979,10221.4,29,0.00283718473007611,40960.9506
"6479","M","Run",2.884,10205,109.5,0.0107300342969133,30526.22
"6480","F","Ride",3.416,6063.3,0,0,20712.2328
"6481","M","Ride",6.534,8017.4,16.2,0.0020206051837254,52547.6916
"6482","F","Run",3.366,4425.8,0,0,14897.2428
"6483","F","Run",2.304,55.3,0,0,127.4112
"6484","M","Ride",6.645,21430.5,53,0.00247311075336553,142935.6725
"6485","F","Ride",4.618,22265.4,94.8,0.00425772723598049,103769.6172
"6486","M","Run",3.399,15357.7,448,0.0291710347252518,56680.8223
"6487","F","Run",3.053,5473.2,0,0,16709.6796
"6488","F","Run",2.907,5925.3,16.8,0.00283529947850742,17392.8471
"6489","F","Run",2.736,6140.3,102,0.01661156621012,17819.8608
"6490","M","Run",3.337,6306.5,38.8,0.00615238246253865,21432.7905
"6491","M","Ride",6.593,24630.6,16,0.000649598466947618,162549.5458
"6492","M","Ride",6.926,16920.5,6,0.000354599450370852,117251.383
"6493","M","Ride",7.238,212090,2752,0.0129756235560375,1562627.42
"6494","F","Run",2.509,5634.9,52,0.00922820280750324,14657.9641
"6495","F","Ride",5.137,45547.4,971.4,0.0213272327289812,243690.9938
"6496","F","Run",2.942,6777.9,87.6,0.0129243571017572,20816.5818
"6497","M","Run",2.87,5068.5,53.9,0.0106343099536352,15085.595
"6498","F","Ride",6.454,7590,22,0.00289855072463768,49205.86
"6499","M","Run",3.137,6417.8,68,0.0105955311789087,20812.6386
"6500","M","Ride",8.423,82920.3,787,0.00949104139758298,706307.6869
"6501","M","Run",1.206,2528.8,764.7,0.302396393546346,10696.7328
"6502","M","Ride",6.596,9168.4,103.5,0.011288774486279,61509.7664
"6503","F","Run",2.904,10058.5,187.9,0.0186807178008649,31088.884
"6504","F","Ride",5.784,38331.8,56.2,0.00146614560234583,222273.1312
"6505","F","Ride",5.441,13422.2,65.5,0.00487997496684597,73685.1902
"6506","M","Ride",4.161,6711.5,28,0.00417194367876034,28206.5515
"6507","M","Ride",4.206,26042.2,842,0.0323321378378171,117953.4932
"6508","M","Ride",6.118,45215.7,550.2,0.0121683397580929,282131.6526
"6509","M","Ride",6.174,9928.4,131,0.0131944724225454,62607.9416
"6510","M","Ride",6.134,2514.8,0,0,15425.7832
"6511","M","Run",3.819,7745.4,0,0,29579.6826
"6512","M","Ride",6.551,10290.9,11.1,0.00107862286097426,67526.6859
"6513","M","Ride",8.635,85136.2,371,0.00435772327165178,738861.087
"6514","F","Ride",5.671,14506.4,136.6,0.00941653339215794,83631.7944
"6515","F","Ride",4.506,15310,30.1,0.00196603527106466,69287.86
"6516","M","Ride",5.275,8392.2,158.4,0.0188746693358118,45852.855
"6517","M","Run",2.551,9314.1,167,0.0179298053488797,25430.2691
"6518","F","Run",2.644,5834.9,0,0,15427.4756
"6519","F","Ride",6.045,10953,34.8,0.00317721172281567,66558.885
"6520","M","Ride",6.016,55976.9,748,0.0133626549523107,344237.0304
"6521","M","Ride",6.952,86378.1,958,0.011090774166137,610080.5512
"6522","F","Run",2.625,5641.7,117.5,0.020827055674708,15984.4625
"6523","F","Run",3.377,5001.8,28.6,0.00571794154104522,17177.0786
"6524","F","Run",1.715,5915.2,119.9,0.0202698133621856,11343.568
"6525","M","Ride",8.918,18068.6,140.7,0.00778698958414044,162542.7748
"6526","M","Ride",3.714,18895,285.7,0.0151204022228103,73033.03
"6527","M","Ride",5.275,34906.6,430,0.0123185873158658,188432.315
"6528","F","Run",3.736,5021.1,20,0.00398319093425743,18958.8296
"6529","F","Run",2.593,5079.2,14.1,0.00277602772090093,13311.3656
"6530","F","Ride",3.041,11319.8,0,0,34423.5118
"6531","M","Ride",7.137,41925,624.2,0.0148884913536076,305460.725
"6532","M","Ride",7.371,55570.2,28.7,0.000516463860126471,409894.9442
"6533","M","Ride",6.339,12824.6,100,0.00779751415248819,82295.1394
"6534","F","Run",2.72,6476.3,129.5,0.0199959853620123,18910.536
"6535","F","Run",2.543,7449.9,38.4,0.00515443160310877,19329.0957
"6536","M","Run",2.429,7650.2,45.4,0.00593448537293143,19036.3358
"6537","M","Run",2.946,10129,63,0.00621976503109883,30470.034
"6538","M","Ride",7.607,51020.7,354.6,0.0069501202453122,391660.4649
"6539","F","Run",2.663,4993.9,12.6,0.00252307815534953,13424.7557
"6540","M","Ride",5.984,29763.7,541,0.0181765035933033,183515.9808
"6541","M","Ride",3.633,12048.2,385.5,0.0319964808021115,47626.1106
"6542","M","Ride",6.922,73795.4,618.7,0.00838399141409898,516998.7588
"6543","M","Ride",5.298,44261.3,797,0.0180067011136139,242466.3674
"6544","F","Ride",7.732,82392.6,970,0.011772901935368,646759.5832
"6545","F","Run",2.744,4488.7,47.2,0.0105152939603894,12788.9928
"6546","F","Ride",6.639,14936.7,136,0.00910509014708737,100524.7513
"6547","F","Ride",7.497,29328.8,158,0.00538719620304956,221458.0136
"6548","F","Run",2.337,5143.8,0,0,12021.0606
"6549","M","Ride",4.187,20112.2,272.8,0.0135639064846213,86937.7814
"6550","F","Ride",6.719,121552,563,0.00463176253784389,822337.888
"6551","F","Run",3.032,6497.2,21,0.00323216154651234,19909.5104
"6552","M","Ride",4.176,22925.9,86.5,0.0037730252683646,96603.5584
"6553","F","Run",2.867,6443.2,49.2,0.00763595728830395,18964.6544
"6554","F","Ride",8.352,38159.6,50,0.00131028627134456,319208.9792
"6555","F","Ride",4.851,54665,821.4,0.0150260678679228,273393.915
"6556","F","Run",1.614,8601.7,56.1,0.00652196658800005,14444.1438
"6557","M","Ride",6.836,70735.1,912,0.0128931746756561,492665.1436
"6558","F","Run",1.821,21195.4,471.8,0.0222595468828142,43314.8234
"6559","M","Ride",6.434,11342.7,42.7,0.0037645357807224,73405.9318
"6560","F","Run",1.477,6073.3,17.4,0.00286499925905192,9144.2641
"6561","M","Ride",6.302,66454.1,1232,0.0185391119584796,431113.7382
"6562","M","Ride",5.138,4572.9,0,0,23495.5602
"6563","F","Run",2.615,1378.1,23.3,0.0169073361875045,3836.7315
"6564","F","Run",2.581,11144.8,66.5,0.00596690833393152,29429.7288
"6565","F","Ride",4.965,65936.1,1135,0.0172136356260076,338722.7365
"6566","M","Ride",6.85,24248.8,81.5,0.00336099105935139,166919.28
"6567","F","Run",2.745,5097.9,19.8,0.0038839522156182,14191.7355
"6568","M","Ride",7.163,45486.9,179,0.0039351989254049,327612.6647
"6569","M","Ride",8.258,32488.1,232.6,0.00715954457170472,270612.7298
"6570","M","Ride",10.405,102534,175.3,0.00170967679013791,1068619.27
"6571","F","Ride",4.095,3820.6,0,0,15645.357
"6572","F","Run",3.325,1037.4,0,0,3449.355
"6573","F","Ride",5.673,57216,639.5,0.0111769435123043,330981.368
"6574","M","Run",4.34,5008.6,23.8,0.00475182685780458,21975.324
"6575","F","Ride",7.23,162492,1691,0.0104066661743347,1191727.16
"6576","F","Ride",4.095,3820.6,0,0,15645.357
"6577","F","Ride",3.882,34014.1,579.4,0.0170341123240068,137836.7362
"6578","M","Run",3.191,4951.8,25.1,0.0050688638474898,16052.1938
"6579","M","Ride",10.056,35406,154,0.00434954527481218,357582.736
"6580","F","Ride",5.91,22589.4,148,0.00655174550895553,134983.354
"6581","F","Ride",3.424,12156.6,87.7,0.00721418817761545,42501.1984
"6582","M","Ride",6.711,34022.8,50.5,0.00148429876435802,228832.0108
"6583","F","Ride",4.487,9229.4,15.5,0.00167941578000737,41567.3178
"6584","M","Run",2.848,11191.7,54.4,0.00486074501639608,32417.9616
"6585","M","Ride",8.254,87546.7,842,0.00961772402614833,731030.4618
"6586","F","Ride",3.957,43850,439.5,0.0100228050171038,177909.45
"6587","M","Ride",3.591,19225.1,395.4,0.0205668631112452,72991.3341
"6588","M","Ride",3.165,3019.8,14.1,0.00466918338962845,9698.667
"6589","M","Ride",8.469,49093.2,576,0.0117327858033292,421530.3108
"6590","F","Ride",4.657,11232.3,26.5,0.0023592674697079,52573.8211
"6591","M","Ride",6.022,17590.6,92.1,0.00523575091241913,106851.5932
"6592","F","Run",2.95,7508.7,34.4,0.00458135229800099,22494.665
"6593","M","Ride",4.546,12600.2,335.6,0.0266344978651133,60636.5092
"6594","M","Run",2.794,6631.8,21.6,0.00325703428933321,18745.2492
"6595","M","Run",2.512,2092.2,24.4,0.0116623649746678,5499.6064
"6596","F","Ride",3.632,5568.1,72.4,0.0130026400387924,20947.3392
"6597","M","Ride",2.305,3430.2,4,0.00116611276310419,7946.611
"6598","M","Ride",6.365,12869.4,81.3,0.00631731083034174,82726.731
"6599","M","Run",2.827,10297.3,104.3,0.0101288687325804,30153.4671
"6600","F","Run",2.421,8179.4,248.4,0.0303689757194904,22286.3274
"6601","M","Ride",6.627,6806.1,11,0.00161619723483346,45214.0247
"6602","M","Run",2.661,7600.5,57,0.00749950661140714,20794.9305
"6603","F","Ride",2.113,7571.9,20.6,0.00272058532204599,16205.4247
"6604","M","Run",3.272,7263.3,61.9,0.00852229702752193,24384.5176
"6605","M","Run",2.571,16390.4,178.2,0.0108722178836392,43921.7184
"6606","M","Ride",8.607,100029,1045,0.0104469703785902,871399.603
"6607","M","Run",2.128,5184.8,32.5,0.00626832278969295,11358.2544
"6608","M","Ride",6.38,52752.2,114.3,0.00216673427838081,337702.036
"6609","M","Ride",3.494,23703.4,16.1,0.000679227452601736,82980.6796
"6610","M","Ride",7.119,52209.5,164.5,0.00315076758061272,373324.4305
"6611","M","Run",3.386,16360.4,35.7,0.00218209823720691,55753.3144
"6612","M","Ride",6.162,41408.8,210.2,0.0050762156836228,257263.0256
"6613","F","Ride",6.272,77983.7,335,0.00429576950054947,492463.7664
"6614","M","Ride",7.234,68580.4,1184,0.0172644079066322,507950.6136
"6615","M","Ride",3.192,25371.7,541.1,0.0213269114801137,86397.4664
"6616","M","Ride",4.65,20607.5,149,0.00723037728982167,97314.875
"6617","F","Ride",4.568,8478.1,84.7,0.00999044597256461,39574.9608
"6618","M","Ride",5.02,12770.8,56.1,0.0043928336517681,64670.416
"6619","M","Ride",7.309,18485.1,95,0.00513927433446397,136057.5959
"6620","M","Ride",3.912,13871.5,122.2,0.00880942940561583,55487.308
"6621","M","Ride",3.833,17434.6,243.7,0.0139779518887729,69263.8218
"6622","M","Ride",7.84,21332.1,0,0,167243.664
"6623","M","Run",0.817,90.7,0,0,74.1019
"6624","M","Ride",7.041,48472.1,0,0,341292.0561
"6625","M","Ride",2.908,18976,379.6,0.020004215851602,58978.208
"6626","F","Ride",6.771,3602,0,0,24389.142
"6627","F","Ride",7.101,64684.9,198,0.0030609925964174,461307.4749
"6628","F","Run",2.713,14186.5,19.3,0.00136044831353752,38680.9745
"6629","F","Run",2.202,9837.5,214.7,0.0218246505717916,23809.175
"6630","F","Run",3.126,6061.9,59,0.00973292202114849,19539.4994
"6631","M","Run",3.439,7459.2,0,0,25652.1888
"6632","F","Ride",2.108,6201.6,140.2,0.0226070691434468,14474.9728
"6633","F","Ride",4.431,26859,650.4,0.0242153468111248,125516.229
"6634","F","Ride",4.67,8841,55.3,0.00625494853523357,41840.47
"6635","M","Ride",6.882,50147.3,683,0.0136198758457584,351943.7186
"6636","M","Ride",6.747,25138.2,138,0.00548965319712629,170987.4354
"6637","M","Ride",7.152,49275,217,0.00440385591070523,354584.8
"6638","F","Ride",6.546,36364.1,19,0.000522493338209938,238229.3986
"6639","F","Ride",8.11,109332,1385,0.0126678374126514,900532.52
"6640","M","Run",1.5,2858.2,42,0.0146945630116857,4707.3
"6641","F","Run",2.976,3240.9,0,0,9644.9184
"6642","F","Run",3.054,8060.2,47.7,0.00591796729609687,25092.8508
"6643","F","Run",1.553,9438.6,128,0.013561333248575,15938.1458
"6644","M","Ride",7.996,75074.4,408,0.00543460886800294,604374.9024
"6645","M","Run",2.783,5076.3,223.6,0.0440478301124835,16363.3429
"6646","M","Ride",7.968,50000.7,164,0.00327995408064287,400045.5776
"6647","M","Ride",8.021,38100.5,297,0.00779517329168909,308574.1105
"6648","F","Run",3.387,17904.1,158.9,0.00887506213660558,62230.1867
"6649","F","Run",3.229,2657.2,0,0,8580.0988
"6650","F","Ride",5.068,14869.7,152,0.0102221295654922,76879.6396
"6651","F","Run",2.433,6781.3,35.9,0.00529397018270833,16857.9029
"6652","F","Run",2.589,2311.7,0,0,5984.9913
"6653","M","Ride",5.207,5092.2,68.7,0.0134912218687404,27202.0854
"6654","F","Run",1.025,2803.5,72.5,0.025860531478509,3598.5875
"6655","M","Ride",6.427,13123.1,34,0.00259085124703767,84682.1637
"6656","F","Run",2.613,7379.8,0,0,19283.4174
"6657","M","Run",2.957,3231.7,0,0,9556.1369
"6658","M","Ride",8.955,12697.7,45,0.00354394890413224,114157.9035
"6659","M","Ride",5.728,15111.6,254.1,0.0168148971650917,89100.2448
"6660","F","Run",2.874,6685.9,12.9,0.00192943358410984,19344.2766
"6661","F","Ride",6.433,54916.3,102,0.00185737203708189,354296.5579
"6662","F","Run",3.047,25371.4,84,0.00331081453920556,78146.6558
"6663","M","Run",1.896,9692.8,472.8,0.04877847474414,23105.5488
"6664","F","Ride",3.987,9122.1,25,0.00274059701165302,36619.8127
"6665","M","Ride",7.135,33396.8,17.5,0.000524002299621521,238461.168
"6666","M","Run",3.022,10613,56.1,0.00528597003674739,32633.486
"6667","F","Run",2.695,13113,76.2,0.00581102722489133,36101.535
"6668","F","Ride",6.712,24378.5,107.7,0.00441782718378899,164705.492
"6669","M","Ride",7.739,37207.6,294,0.00790161149872607,290889.6164
"6670","M","Ride",11.43,57242.9,431,0.00752931804643021,658596.347
"6671","M","Ride",6.84,30131.2,431,0.0143041100254885,210407.408
"6672","F","Run",2.708,752.9,20.8,0.0276265108248107,2246.8532
"6673","M","Ride",6.102,12881.3,1,7.76319160333196e-05,78611.6926
"6674","M","Ride",4.938,1017.3,0,0,5023.4274
"6675","F","Run",2.254,11999.6,92.4,0.00770025667522251,27971.0984
"6676","F","Ride",0.042,62.9,0,0,2.6418
"6677","F","Run",2.435,8458.3,145.5,0.0172020382346334,22050.9605
"6678","M","Ride",5.892,48829,337,0.0069016363226771,291070.468
"6679","F","Run",1.922,1280,0,0,2460.16
"6680","F","Ride",7.471,19365.3,99.5,0.00513805621394969,145673.1563
"6681","M","Run",2.819,7118,46.3,0.00650463613374543,20528.642
"6682","F","Ride",5.12,23670.8,223,0.00942088987275462,123424.496
"6683","M","Ride",7.705,4746.2,9,0.00189625384518141,36659.471
"6684","M","Run",1.821,10630.4,141.7,0.0133296959662854,20774.9584
"6685","F","Run",2.946,11437.5,0,0,33694.875
"6686","F","Ride",7.701,20869.4,86,0.00412086595685549,161575.2494
"6687","M","Run",2.913,5086.4,132.9,0.0261284995281535,16145.6832
"6688","F","Run",2.595,5508.6,11.9,0.00216025850488327,14413.817
"6689","M","Ride",6.797,32158.5,612,0.0190307383739913,224701.3245
"6690","F","Run",1.632,2147.4,0,0,3504.5568
"6691","M","Run",2.727,6346,19,0.0029940119760479,17495.542
"6692","M","Ride",7.044,45926.6,0,0,323506.9704
"6693","M","Ride",6.964,26830.8,359,0.0133801452062555,190439.6912
"6694","M","Ride",5.609,8486.2,21,0.00247460583064269,47809.0958
"6695","M","Run",1.387,11767.9,1428,0.121347054274764,30602.0773
"6696","M","Run",2.681,6837.1,129.4,0.0189261529010838,19624.2651
"6697","M","Ride",2.216,6398.7,10.8,0.0016878428430775,14287.5192
"6698","M","Ride",8.901,70502.8,0,0,627545.4228
"6699","M","Ride",6.664,21645.9,112.1,0.00517880984389653,145369.2776
"6700","M","Run",2.396,3474.1,0,0,8323.9436
"6701","M","Ride",4.704,51354.2,846,0.0164738229784516,250030.1568
"6702","M","Run",2.823,8945,68.8,0.00769144773616546,25939.735
"6703","F","Run",2.319,4639.4,0,0,10758.7686
"6704","M","Run",1.762,5907.1,27.9,0.00472312979296101,10687.3102
"6705","F","Ride",5.515,15811.9,42.3,0.00267520032380675,87625.6285
"6706","M","Ride",8.263,35811.3,287.7,0.00803377704802674,298785.7719
"6707","M","Ride",6.404,21908,132.5,0.00604801898849735,141623.832
"6708","F","Ride",8.045,57298.7,0,0,460968.0415
"6709","F","Ride",5.337,22881,172,0.00751715397054325,123835.897
"6710","M","Ride",4.963,6124.9,11.4,0.00186125487763066,30511.8787
"6711","M","Ride",9.614,76365,99,0.00129640542133176,735163.11
"6712","F","Ride",6.371,37085.1,350.5,0.00945123513216898,239774.1721
"6713","M","Ride",7.233,56494.4,625,0.0110630434166926,414873.9952
"6714","F","Ride",7.292,30373,20,0.00065847957067132,221679.916
"6715","F","Run",3.255,1786.8,19.4,0.0108573987015894,6010.034
"6716","F","Run",3.038,24143.9,79,0.00327204801212729,74139.1682
"6717","M","Ride",7.869,120692,762.8,0.00632022006429589,957353.348
"6718","F","Run",1.587,833.4,23.7,0.0284377249820014,1559.6058
"6719","F","Ride",7.999,38748.2,126.6,0.00326724854315813,311212.8518
"6720","F","Ride",4.535,24481.5,150.4,0.0061434144149664,112527.6025
"6721","M","Run",3.217,8011.4,0,0,25772.6738
"6722","M","Ride",7.442,22547.9,66.3,0.00294040686715836,168464.4718
"6723","M","Run",3.454,21009.2,21.4,0.00101860137463587,72779.7768
"6724","M","Ride",8.368,30143.3,2,6.63497360939247e-05,252259.1344
